Realm,Area,Mob,Item,Slot,Type,Spell,Level,Damage,Timer,Fumble,Accuracy,Defense,Sigil,SigilLvl,Weight,Notes
Chaos,Curdled Blood Marsh,convulsing giant leech,fists of faded voices,hands,leather,tough.skin.i,30,,,,,normal,,,6,
Chaos,Curdled Blood Marsh,corrosive giant red newt,charred visored helm,head,plate,wisdom.i,30,,,,,,,,14,
Chaos,Curdled Blood Marsh,crazed giant mosquito,crossbow of stinging,weapon,fired 2h,,30,,,,,,,,15,
Chaos,Curdled Blood Marsh,dragon's fly maggot,oozing firefly's head,head,leather,strength.i,30,,,,,normal,fire,1,6,
Chaos,Curdled Blood Marsh,noxious dragon's fly,ember-fused molten tachi,weapon,direct slash 1h,sear.flesh.slash,30,small,,rarely,normal,,,,3,
Chaos,Curdled Blood Marsh,rotted blood root,bloodlord's ivory walkers,feet,plate,double.enhance.i,30,,,,,normal,,,14,
Chaos,Curdled Blood Marsh,toxic blood snake,sanguine ringmail coif,head,studded,combat.i,30,,,,,normal,,,9,
Chaos,Curdled Blood Marsh,toxic blood snake,ebon vest of blight,body,leather,vitalize.i,30,,,,,normal,,,12,
Chaos,Curdled Blood Marsh,venemous giant crocodile,marsh stalker's greaves,legs,studded,strength.i,30,,,,,normal,water,1,13,
Chaos,Curdled Blood Marsh,wilted blood lotus,mage's dissident robes,body,cloth,constitution.i,30,,,,,,,,8,
Chaos,Doral Coast,alloy-shelled staghorn crab,alloy staghorn shield,shield,plate,tough.skin.i,30,,,,,,,,24,
Chaos,Doral Coast,coral knight,golden greatsword,weapon,slash 2h,,30,very good,,,much better,,,,13,
Chaos,Doral Coast,coral knight,vindication grips,hands,plate,combat.i,30,,,,,normal,,,14,
Chaos,Doral Coast,coral knight,giant conch shield,shield,leather,minor.water.protect,30,,,,,normal,,,12,
Chaos,Doral Coast,coral knight,robe of the sea,body,cloth,minor.water.protect,30,,,,,,,,8,
Chaos,Doral Coast,coral reef sentinel,dismal studded leggings,legs,studded,evade.enhance.i,30,,,,,normal,,,13,
Chaos,Doral Coast,coral reef sentinel,shroud of the starkeeper,head,plate,agility.i,30,,,,,,lightning,1,14,
Chaos,Doral Coast,coral reef sentinel,legguards of vigilance,legs,plate,constitution.i,30,,,,,,,,19,
Chaos,Doral Coast,predatory staghorn caiman,bloody victor's scaled handguards,hands,plate,shield.iii,30,,,,,,,,14,
Chaos,Doral Coast,predatory staghorn caiman,gator grips,hands,leather,climb.enhance.ii,30,,,,,normal,,,6,
Chaos,Doral Coast,sea warrior,spiked skeletal femur mace,weapon,offhand crush 1h,,30,good,,,,,,,4,
Chaos,Doral Coast,sea warrior,blue-green rippling leggings,legs,leather,dexterity.i,30,,,,,normal,,,10,
Chaos,Doral Coast,sea warrior,legionnaire's cloth pants,legs,cloth,constitution.i,30,,,,,,,,6,
Chaos,Doral Coast,sea warrior,sunken pirates hook,weapon,claw,,30,small,2800,never,normal,,water,2,4,
Chaos,Doral Coast,steel-shelled staghorn crab,staghorn shell armor,body,leather,constitution.i,30,,,,,normal,,,12,
Chaos,Fort Darkbane,Allorien foreman,imperial guard's treads,feet,plate,constitution.i,30,,,,,,,,14,
Chaos,Greater Rulan Jungle,black-leaved huron,glimmering jade infused sandals,feet,leather,regenerate.i,30,,,,,normal,,,6,
Chaos,Greater Rulan Jungle,black-leaved huron,archer's leather gloves,hands,leather,combat.i,30,,,,,normal,,,6,
Chaos,Greater Rulan Jungle,prowling jungle grimalkin,thunder-forged skeletal warboots,feet,plate,constitution.i,30,,,,,,,,14,
Chaos,Greater Rulan Jungle,prowling jungle grimalkin,decayed fleshy hands,hands,cloth,vitalize.i,30,,,,,,,,4,
Chaos,Greater Rulan Jungle,shambling juglug beast,glimmering jade infused sandals,feet,leather,regenerate.i,30,,,,,normal,,,6,
Chaos,Greater Rulan Jungle,verdant giant,woven cloak of fronds,cloak,studded,constitution.i,30,,,,,normal,,,7,
Chaos,Lesser Rulan Jungle,brazenly-colored kalida bird,exalted wanderer's treads,feet,studded,blur.iii,30,,,,,normal,,,9,
Chaos,Lesser Rulan Jungle,brazenly-colored kalida bird,glimmering jade infused sandals,feet,leather,regenerate.i,30,,,,,normal,,,6,
Chaos,Lesser Rulan Jungle,brazenly-colored kalida bird,parrotfeather cloak,cloak,cloth,blur.iii,30,,,,,normal,,,2,
Chaos,Lesser Rulan Jungle,landstryder,exalted wanderer's chestpiece,body,studded,hide.enhance.i,30,,,,,normal,,,16,
Chaos,Lesser Rulan Jungle,landstryder,crystallized spell-splintered chest,body,plate,combat.i,30,,,,,,,,23,
Chaos,Lesser Rulan Jungle,landstryder,vicious shield of exile,shield,plate,shield.iii,30,,,,,,,,24,
Chaos,Lesser Rulan Jungle,landstryder,tribal cloth gloves,hands,cloth,dexterity.i,30,,,,,,earth,1,4,
Chaos,Lesser Rulan Jungle,leaping white heart,length of twisted antlers,weapon,direct crush 2h,jungle.rage,30,small,,,normal,,,,7,
Chaos,Lesser Rulan Jungle,malevolent ceiba tree,archer's leather gloves,hands,leather,combat.i,30,,,,,,,,6,
Chaos,Lesser Rulan Jungle,malevolent ceiba tree,carved ceiba wood blowgun,weapon,fired 1h,,30,good,,,better,,,,7,
Chaos,Misery's Crossing,crazed hellion,hands of madness,hands,leather,agility.i,30,,,,,normal,pain,1,6,
Chaos,Misery's Crossing,crazed hellion,thick scorpion leggings,legs,leather,tough.skin.i,30,,,,,,,,10,
Chaos,Misery's Crossing,death's head giant moth,moth eaten gloves,hands,cloth,tap.enhance.i,30,,,,,normal,earth,1,4,
Chaos,Misery's Crossing,demon berzerker,fang-studded demonic hauberk,body,studded,rake.enhance.i,30,,,,,normal,,,16,
Chaos,Misery's Crossing,demon berzerker,grotesque horned helm,head,plate,regenerate.i,30,,,,,normal,,,14,
Chaos,Misery's Crossing,demonic warlord,wraithplate boots of cruelty,feet,plate,combat.i,30,,,,,normal,,,14,
Chaos,Misery's Crossing,demonic warlord,chainmail legplates of condemened spirits,legs,plate,dexterity.i,30,,,,,normal,pain,1,19,
Chaos,Misery's Crossing,foul smelling fungrel,silver pentagram amulet,jewel,,intelligence.i,30,,,,,,lightning,1,1,
Chaos,Misery's Crossing,foul smelling fungrul,fungus covered tunic,body,leather,combat.i,30,,,,,normal,,,12,
Chaos,Misery's Crossing,giant deaths head moth,silver pentagram amulet,jewel,,intelligence.i,30,,,,,,lightning,1,1,
Chaos,Misery's Crossing,infernal beast,fingerless lizardskin gloves,hands,leather,regenerate.i,30,,,,,,,,6,
Chaos,Misery's Crossing,infernal beast,helmet of demonic insight,head,leather,wisdom.i,30,,,,,,,,6,
Chaos,Misery's Crossing,spirit of a niordian missionary,missionary's skullcap ,head,studded,intelligence.i,30,,,,,normal,,,9,
Chaos,Misery's Crossing,spirit of a niordian missionary,missionary's worn sandals,feet,cloth,intelligence.i,30,,,,,,pain,1,4,
Chaos,Misery's Crossing,spirit of a niordian missionary,blazing amulet of light,jewel,,minor.fire.protect,30,,,,,,,,1,
Chaos,Misery's Crossing,starving daemon,forsaken scale hauberk,body,studded,agility.i,30,,,,,normal,,,16,
Chaos,Misery's Crossing,starving daemon,decapitated daemon head,shield,leather,agility.i,30,,,,,normal,,,12,
Chaos,Misery's Crossing,starving daemon,blade of misery,weapon,direct slash 2h,stab.of.misery.ii,30,good,3200,sometimes,normal,,,,10,
Chaos,Misery's Crossing,starving daemon,crimson tunic of misery,body,cloth,crush.enhance.i,30,,,,,normal,,,8,
Chaos,Misery's Crossing,starving daemon,corded spidersilk mask,head,cloth,combat.i,30,,,,,,,,4,
Chaos,Misery's Crossing,winged fury,fury talon,weapon,thrust 1h,,30,good,,,normal,,pain,2,5,
Chaos,Misery's Crossing,winged fury,shimmering velvet robes,body,cloth,evade.enhance.i,30,,,,,,water,1,8,
Chaos,Misery's Crossing,winged fury,torn bloody cape,cloak,cloth,tough.skin.i,30,,,,,,,,2,
Chaos,Mount Decadare,blood cultist,bloodsoaked brigandine legguards,legs,studded ,regenerate.i,30,,,,,normal,pain,1,13,
Chaos,Mount Decadare,blood cultist,blood smeared robe,body,cloth,intelligence.i,30,,,,,normal,earth,1,8,
Chaos,Mount Decadare,blood cultist,cultist black silk pants,legs,cloth,strength.i,30,,,,,,earth,1,6,
Chaos,Mount Decadare,blood golem,bloodsteel chestplate,body,plate,tough.skin.i,30,,,,,normal,,,23,
Chaos,Mount Decadare,blood golem,bloodsteel legplates,legs,plate,strength.i,30,,,,,normal,lightning,1,19,
Chaos,Mount Decadare,deformed ettin,helmet of bark,head,leather,tough.skin.i,30,,,,,,,,6,
Chaos,Mount Decadare,deformed ettin,cloak of blood red leaves,cloak,cloth,agility.i,30,,,,,,pain,1,2,
Chaos,Mount Decadare,deformed ogre mage,necklace of basilisk claws,jewel,,thrust.enhance.i,30,,,,,,,,1,
Chaos,Mount Decadare,demented ogre mage,rotting pants of the demented,legs,leather,direct.enhance.i,30,,,,,normal,earth,1,10,
Chaos,Mount Decadare,mutated raccoon,blood infused hide boots,feet,leather,direct.enhance.i,30,,,,,normal,pain,1,6,
Chaos,Mount Decadare,mutated raccoon,cape of the flying raccoon,cloak,cloth,jump.enhance.ii,30,,,,,normal,,,2,
Chaos,Mount Decadare,mutated raccoon,necklace of raccoon teeth,jewel,,backstab.enhance.i,30,,,,,,,,1,
Chaos,Pirate's Cove,bandana capped dromond captain,blue and ivory set of Captain's greatboots,feet,plate,dexterity.i,30,,,,,normal,shock,1,14,
Chaos,Pirate's Cove,blue-sashed pirate,headband of wisdom,head,cloth,wisdom.i,30,,,,,normal,,,4,
Chaos,Pirate's Cove,dirty deck swabber,deck-swabber's studded boots,feet,studded,minor.lightning.protect,30,,,,,normal,lightning,1,9,
Chaos,Pirate's Cove,dirty deck swabber,storm boots of the sea,feet,cloth,agility.i,30,,,,,normal,water,,4,
Chaos,Pirate's Cove,dirty deck swabber,barrel with suspenders,legs,cloth,tough.skin.i,30,,,,,worse,,,6,
Chaos,Pirate's Cove,dirty deck swabber,pirate's eye patch,jewel,,slash.enhance.i,30,,,,,,,,1,
Chaos,Pirate's Cove,elite brigand guardsman,three cornered pirate hat,head,leather,protect.iii,30,,,,,normal,,,6,
Chaos,Pirate's Cove,one-eyed dromond crewman,crewman's iron cuffs,hands,plate,constitution.i,30,,,,,normal,fire,1,14,
Chaos,Pirate's Cove,one-eyed dromond crewman,darkened corsair's legguards,legs,leather,agility.i,30,,,,,normal,fire,1,10,
Chaos,Pirate's Cove,peg-legged pirate,purple bastian shirt,body,cloth,combat.i,30,,,,,normal,,,8,
Chaos,Pirate's Cove,pirate quartermaster,brigand's chestplate,body,plate,vitalize.i,30,,,,,normal,,,23,boss
Chaos,Pirate's Cove,red-sashed pirate,tarnished cutlass,weapon,slash 1h,,30,good,,,normal,,,,5,
Chaos,Pirate's Cove,red-sashed pirate,swashbucklers rudimentary buckler,shield,plate,evade.enhance.i,30,,,,,normal,fire,1,24,
Chaos,Pirate's Cove,red-sashed pirate,pirate's eye patch,jewel,,slash.enhance.i,30,,,,,,,,1,
Chaos,Pirate's Cove,swarthy-looking brigand,mesh diver's gauntlets,hands,studded,combat.i,30,,,,,normal,,,9,
Chaos,Pirate's Cove,swarthy-looking brigand,fortified ice-walker footpads,feet,leather,percept.enhance.i,30,,,,,normal,,,6,
Chaos,Ruins of Gnovormir,Gnovormir dragur,exalted wanderer's hood,head,studded,dexterity.i,30,,,,,normal,,,9,
Chaos,Ruins of Gnovormir,Gnovormir dragur,dragur's leggings of might,legs,leather,strength.i,30,,,,,,fire,1,10,
Chaos,Ruins of Gnovormir,Gnovormir dragur,lich's eye,jewel,,intelligence.i,30,,,,,,cold,1,1,
Chaos,Ruins of Gnovormir,haunted Gnovormir shadow,gnomish ringmail boots,feet,studded,tough.skin.i,30,,,,,normal,,,9,
Chaos,Ruins of Gnovormir,haunted Gnovormir shadow,shadow steps,feet,leather,evade.enhance.i,30,,,,,normal,cold,1,6,
Chaos,Ruins of Gnovormir,haunted Gnovormir shadow,black velvet leggings,legs,cloth,regenerate.i,30,,,,,,,,6,
Chaos,Ruins of Gnovormir,rattled mage-skeleton,rattlebone greaves,legs,plate,melee.enhance.i,30,,,,,,,,19,
Chaos,Ruins of Gnovormir,rattled mage-skeleton,twilight grips of casting,hands,cloth,wisdom.i,30,,,,,normal,,,4,
Chaos,Ruins of Gnovormir,undead Gnovormir archmage,black velvet leggings,legs,cloth,regenerate.i,30,,,,,,,,6,
Chaos,Thorny Brush Hills,bat wraith,platelegs of the fallen,legs,plate,protect.iii,30,,,,,,,,19,
Chaos,Thorny Brush Hills,bat wraith,black bat wing cloak,cloak,cloth,dexterity.i,30,,,,,,pain,1,2,
Chaos,Thorny Brush Hills,bat wraith,thorny brush cloak,cloak,cloth,wisdom.i,30,,,,,normal,,,2,
Chaos,Thorny Brush Hills,black thorn leech,thorn-studded cloak,cloak,studded,sneak.enhance.i,30,,,,,normal,earth,1,7,
Chaos,Thorny Brush Hills,black thorn leech,pitch black breastplate,body,plate,agility.i,30,,,,,normal,fire,1,23,
Chaos,Thorny Brush Hills,black thorn leech,thorny axe,weapon,offhand slash 1h,,30,good,,,,,,,6,
Chaos,Thorny Brush Hills,frenzied falcon,thorny brush cloak,cloak,cloth,wisdom.i,30,,,,,normal,,,2,
Chaos,Thorny Brush Hills,frenzied falcon,heartless pair of dragonfire earrings,jewel,,constitution.i,30,,,,,,,,1,
Chaos,Thorny Brush Hills,frisky centipede,thorny brush cloak,cloak,cloth,wisdom.i,30,,,,,normal,,,2,
Chaos,Thorny Brush Hills,frisky centipede,crystalline attuned treads,feet,cloth,direct.enhance.i,30,,,,,,lightning,1,4,
Chaos,Thorny Brush Hills,great horny toad,thorny brush cloak,cloak,cloth,wisdom.i,30,,,,,normal,,,2,
Chaos,Thorny Brush Hills,great horny toad,white and blue glimmering pendant,jewel,,crushing.enhance.i,30,,,,,,,,1,
Chaos,Thorny Brush Hills,mealy-mouth croppie,rootweave leggings,legs,leather,dexterity.i,30,,,,,normal,lightning,1,10,
Chaos,Thorny Brush Hills,mudderthump,exalted wanderer's gauntlets,hands,studded,double.enhance.i,30,,,,,normal,,,9,
Chaos,Thorny Brush Hills,mudderthump,bloodhunter's cloak,cloak,cloth,percept.enhance.i,30,,,,,,,,2,
Chaos,Utilla Town,brawny brigand,brigand's heavy boots,feet,plate,strength.i,30,,,,,,fire,1,14,
Chaos,Utilla Town,gnome citizen,reinforced tinkerer's cloak,cloak,studded,agility.i,30,,,,,normal,,,7,
Chaos,Utilla Town,gnome citizen,gnomish gloves of truth,hands,leather,wisdom.i,30,,,,,normal,,,6,
Chaos,Utilla Town,gnome citizen,driftwood sandals,feet,cloth,dexterity.i,30,,,,,,fire,1,4,
Chaos,Utilla Town,gnome citizen,adventurer's trusty pants,legs,cloth,jump.enhance.ii,30,,,,,worse,,,6,
Chaos,Utilla Town,pirate cannoneer,buccaneer's heavy gauntlets,hands,plate,regenerate.i,30,,,,,normal,,,14,
Chaos,Utilla Town,pirate cannoneer,scorched and dented helmet,head,plate,breath.enhance.i,30,,,,,normal,,,14,
Chaos,Utilla Town,pirate invader,hart hide hat,head,leather,vitalize.i,30,,,,,normal,,,6,
Chaos,Utilla Town,pirate tactician,tactician's drape,cloak,cloth,minor.shock.protect,30,,,,,,,,2,
Chaos,Utilla Town,pirate tactician,hood of insight,head,cloth,intelligence.i,30,,,,,normal,cold,1,4,
Chaos,Utilla Town,town trader,gadgeteer's heavy overcoat,body,studded,improve.enhance.i,30,,,,,normal,,,16,
Chaos,Utilla Town,Utilla city guardsman,Utilla guardsman's tall shield,shield,plate,minor.water.protect,30,,,,,,,,24,
Chaos,Utilla Town,Utilla noble,nobleman's fancy vest,body,cloth,direct.enhance.i,30,,,,,normal,lightning,1,8,
Chaos,Verulian Forest,enormous wrinkled pulsating tendril,werejackal claw,jewel,,fired.enhance.i,30,,,,,,,,1,
Chaos,Verulian Forest,"frenzied, diseased grizzly",grizzly hide pants,legs,leather,shield.iii,30,,,,,,,,10,
Chaos,Verulian Forest,"frenzied, diseased grizzly","sinew-leashed, spiked dog's collar",jewel,,shield.iii,30,,,,,,,,1,
Chaos,Verulian Forest,"frenzied, diseased grizzly",werejackal claw,jewel,,fired.enhance.i,30,,,,,,,,1,
Chaos,Verulian Forest,huge cave worm,bramble worm skull,head,plate,vitalize.i,30,,,,,normal,,,14,
Chaos,Verulian Forest,huge cave worm,shadowsteel cowl,head,plate,blur.iii,30,,,,,,,,14,
Chaos,Verulian Forest,huge cave worm,werejackal claw,jewel,,fired.enhance.i,30,,,,,,,,1,
Chaos,Verulian Forest,huge vampire bat,vest of shifting shadows,body,leather,intelligence.i,30,,,,,,pain,1,12,
Chaos,Verulian Forest,huge vampire bat,vampiric expanded bat wing,shield,leather,intelligence.i,30,,,,,normal,,,12,
Chaos,Verulian Forest,huge vampire bat,werejackal claw,jewel,,fired.enhance.i,30,,,,,,,,1,
Chaos,Verulian Forest,striped Verulian snake,thin bone dagger,weapon,thrust 1h,,30,,,,,,,,2,
Chaos,Verulian Forest,striped Verulian snake,exalted wanderer's leggings,legs,studded,minor.cold.protect,30,,,,,normal,,,13,
Chaos,Verulian Forest,striped Verulian snake,hood of the snake,head,cloth,percept.enhance.i,30,,,,,,,,4,
Chaos,Verulian Forest,striped Verulian snake,werejackal claw,jewel,,fired.enhance.i,30,,,,,,,,1,
Chaos,Verulian Forest,tormented tree spirit,lacquered hardwood breastplate,body,plate,berzerk.enhance.i,30,,,,,,,,23,
Chaos,Verulian Forest,Verulian druid acolyte,heavy tusk-lined gauntlets,hands,studded,vitalize.i,30,,,,,normal,cold,1,9,
Chaos,Verulian Forest,Verulian druid acolyte,nymph skin gloves,hands,leather,sneak.enhance.i,30,,,,,,pain,1,6,
Chaos,Verulian Forest,Verulian druid acolyte,staff of dreams,weapon,direct crush 2h,living.darkness,30,,,,,,,,,
Chaos,Verulian Forest,Verulian druid acolyte,werejackal claw,jewel,,fired.enhance.i,30,,,,,,,,1,
Event,Christmas 2020,erudite Gingerbread arch-mage,gingerbread crown laced with peppermint thorns,head,cloth,direct.enhance.ii,30,,,,,normal,,,4,
Event,Christmas 2020,nimble Gingerbread assasssin,a pair of rigid gingerbread arm-guards,hands,leather,evade.enhance.ii,30,,,,,,cold,3,6,
Event,Christmas 2021,,deadly icicle spear,weapon,thrust 2h,,30,very good,,sometimes,better,,cold,4,10,
Event,Christmas 2021,,shard of the Yule Log,weapon,offhand thrust 1h,,30,good,3000,rarely,better,,earth,4,5,
Event,Christmas 2021,,blade of holiday cheer,weapon,offhand slash 1h,,30,good,,sometimes,better,,pain,4,6,
Event,Christmas 2021,,bow of reindeer antlers,weapon,fired 2h,,30,amazing,,sometimes,better,,shock,4,14,
Event,Christmas 2021,,coal launcher,weapon,fired 1h,,30,good,,never,much better,,fire,4,5,
Event,Christmas 2021,,cold-snap dagger,weapon,direct thrust 1h,cold.snap,30,small,2400,sometimes,normal,,cold,5,3,
Event,Christmas 2021,,tinsel-hilted coal machete,weapon,direct slash 1h,burning.embers,30,small,2800,sometimes,normal,,fire,4,4,
Event,Christmas 2021,,frostbitten mistletoe staff,weapon,direct crush 2h,mistletoe.frost,30,good,3600,sometimes,normal,,cold,4,13,
Event,Christmas 2021,,sparkling frost wand,weapon,direct crush 1h,winter.wand,30,small,3200,sometimes,normal,,cold,4,6,
Event,Christmas 2021,,frosted gingerbread greathammer,weapon,crush 2h,,30,amazing,,sometimes,much better,,cold,4,14,
Event,Halloween 2020,"SweetTooth, the Candy Thief",candy thief's cape,cloak,cloth,agility.ii,30,,,,,normal,,,2,
Event,Thanksgiving 2019,,bloodied turkey pendant,jewel,,bless.i,30,,,,,,,,1,
Evil,Arctic Glaciers,ice guardian,ice guardian's greaves,legs,plate,wisdom.i,30,,,,,normal,,,19,
Evil,Arctic Glaciers,ice warrior,pair of gilded dueling gloves,hands,leather,agility.i,30,,,,,,shock,1,6,
Evil,Arctic Glaciers,ice warrior,shroud of promise,cloak,cloth,dexterity.i,30,,,,,normal,pain,1,2,
Evil,Arctic Glaciers,large yeti,fur-lined thick yeti cloak,cloak,studded,repair.enhance.i,30,,,,,normal,water,1,7,
Evil,Arctic Glaciers,mistress of frost,frigid ringmail boots,feet,studded,intelligence.i,30,,,,,normal,,,9,
Evil,Arctic Glaciers,servant,perfectly woven boots,feet,cloth,vitalize.i,30,,,,,normal,,,4,
Evil,Arctic Glaciers,snow giant,studded gloaming boots,feet,studded,regenerate.i,30,,,,,normal,,,9,
Evil,Arctic Glaciers,snow giant,bluesteel boots,feet,plate,agility.i,30,,,,,,lightning,1,14,
Evil,Arctic Glaciers,snow leopard,arctic fur hood,head,cloth,combat.i,30,,,,,,,,4,
Evil,Arctic Glaciers,snow spirit,frost-white leggings,legs,cloth,evade.enhance.i,30,,,,,normal,cold,1,6,
Evil,Arctic Glaciers,snow spirit,frozen heart,jewel,,tough.skin.i,30,,,,,,,,1,
Evil,Arctic Glaciers,snow wolf,arctic fur hood,head,cloth,combat.i,30,,,,,,,,4,
Evil,Cerulean Lakes,air elemental,cloudy thundering crystal slicer,weapon,direct slash 1h,thunder.clap.slash,30,small,,rarely,normal,,,,4,
Evil,Cerulean Lakes,stone guardian,granite greaves,legs,plate,dexterity.i,30,,,,,,earth,1,19,
